OCR,Sentiment
Barbad @barbad ladka She(on with her boyfriend): Wanna my Pussy tonight? Her cat: call eat,Negative
damn shawty we both गृह क्लेश issues got,Neutral
happy birthday bro thank yo bro party?? vo mein kr let tu jaa k dream ११ p team,Neutral
@shashankll Ae tuक kya Mast kaam kartavhai Maqsood bhai,Neutral
"Laa ishi?ic 2009 Chalo Aarti Karte Flain 2019 Chalo Aarti, Karte Hain mpll nowणc - २००० : aj main Aarti (arta ३ya 2019 partl main rarke aya Mohammad Saif",Negative
"|71+2|08""70+",Negative
"सुबह दर स उठन परापता ने पुत्र को गोली मारी, मौत Bhai Ab Tera Number Hai",Negative
"7:47 AN 3.68K/s 0 Il4G Lit पति क्या हुआ ? Joke Scoff ये घर के बाहर इतनी भीड़ क्यों लगी है ? पत्नी कुछ नही , मैंने पड़ोसियों से कहा हमारे दामाद आ रहे है मुंबई से. पति तो इतनी भीड़ कैसी पत्नी अरे जानू, मैं English सिख रही इसलीये मैंने ये बात English कहो... पति क्या कहा English में ? पत्नी मैँने कहा को आज हमारे घर Sunny Leone आ रहे है पति भगवान के लिये बंध कर अपनी ये अंग्रेजी ... Sunny Leone नहीं Son-in-law कहते है कि, इसमें हु न, तुमने",Positive
Jo Inuhabbat huinise Seekhi thi Uoh aaj kal ks se Wibhia ralie hor Pyaar hai Unse ya unhe bhi Chutiya baria rahe ho? 7%:1|=:*+74|1-=117-411-,Negative
@avszeditzo9 Ek kaam karta hu Mar jata hu,Negative
,Neutral
Jagpreet Singh @Jagpreet14८4 Woh hawa ho qave dekhte dekhte,Negative
"Kuch Yaad aaya? aD ""2[0 IHIE CANUUU BRO Happy Birthday 'HOLA'",Neutral
ABP News stating facts यावाबरिशोहताई @harshhtazi + Kaa baat kar rhe hain,Neutral
Thanos After Watching Tere Naam Anjani Dwivedi @]ani1211,Positive
"NIKITA @Nikitasinha28 *Wedding Exists* Dulhan Nibbi Mera ex, Aaj mere liye Channa mereya to zarur gayga Meanwhile, her ex with his Friends NIKITA @Nika5lnina २०",Neutral
Suna Hai Koi year challenge chal raha hai.,Positive
Pa५ 4९ Paytm dsk 436 4२0ा Hath Jodke Aapse guzaarsh krta Oणtrahiye mere bete se 8 Pavil Go,Positive
"Batman @andhere ka baap *Robbery at mall* PVR* Police- kitne ka nuksaan huya? Manager- Kareeb 2 lakhs ka. Police- kya kya leke gaye chor? Manager- 2 large Coke 2 regular salted popcorns, burger and hotdog *In",Neutral
uthoot Finance Ka Owner Pel Wuth Maarta Tha Rahul Gant #SatyaVachanBy RahulGandhi,Negative
Akele Gabe Nujh jesy toxic 83 Glu Gabe aur lZbusb Gabe,Negative
naan naan Ulalibuffseaajtkkisi laclkotouch BhlahlQiya,Negative
Iatching Sanju in theatrel -inierval * Popcorn guy Sir cocaine heroine 9aan|a 77=[7= kuch order karenge?,Negative
@AsrRahabh ८८८ Cclice Cla it faय Elrt कायपघाफा उणा्ा hul ffaal Oaiullult DD Dina,Neutral
Hardik Pandya Waiting Outside Karan Johar s House FD com Avplokes,Negative
२नहसको ५न जते मारो पर गिनना मत,Negative
]ा 40320 elvishzyadav Ek Ghar Mai Bartan Hote Hai Bajege toa sahi. Bhaichara On Bhai ye lafda toh suru hote hi khatam hogaya GHUI[A[PI slillie Top,Negative
Kuch Bolunga Ieh Vvaad Hojrga Batter R B 4s 6s SR Virat Kohli 51 43 4 118.6 ) c Abdul Samad b Jaydev Unadkat .chutigapa GHUKIPI,Positive
"EXCEL ENTERTAINMENT ;o TIGER BABY PESE EXCEL ENTERTAINUENT FRODUCTION ४ ^ >u८7 ५४ 0 ^^ &८८५ fv< { SacHr < L* 1 ME I~ PX A५ A^ &~! ८८८ 4 P ८;c @rajbardhan WELL PLAYED BOYS Champion ttoply hai apna DIDECTED It Z०YA AXHTAR PioplkeltrlIIESH SiDuuisa-rTtl & Hiphai AKiAl १४T"" F8 २०१९ +^",Positive
"Inka koi nahi hai, THIK HAI? galti",Neutral
"Ankush jain @thejainsaab Aaj Russell ki batting dekh kar yakeen ho gya, raat me kaali shaktiyaan haavi hoti hain BC. ११:४० PM ०५ Apr १९ Twitter for Android",Negative
Tatti rhyming Overacting Sarcastic bandar @SarcasticDanica2 *le Amit bhadal,Neutral
Gyetakllu Doy@ dow@j@ band kard७,Negative
SOME RARE PHOTOS OF GLENN MAXWELL olere aashiaveBikram,Neutral
Stke .com Sachin ko lappu bana diya GUUII[PI|,Neutral
Show me real singer |sald real Periection,Positive
c॰ bar toainumine scraol mie moalaiग Kढ़ttri miadciru lititte Hciulaa 907173,Neutral
"EVERY NIGHT AFTER CSK MATCH 17 %गen vel3u 007*17 Or Oace MAN THE MATCH ONE LAKH RUPLES 1,00, ,00०",Negative
Ab woh kisi aur ko susu dikhati hogi,Negative
Facebook ocvboookx Cortom ode Noropp lowrchoaca Uninacll 90en Official Nadeem Sheikh 29/12/2020 Kya faltu app h ladkiyan reply nhi karti Edit your review ZUCKERBERG : Lio Lio Lio Ye bhi meri Suna kya? hai? galti,Positive
Odfafsootreadlt७r `AUUERDH Song Names YAALIYA AL],Neutral
बेटी तेरा पोस्ट पढ़कर आजादी के बाद पहली बार सर्मिदा हुआ हूं तेरा बापू,Neutral
Most Daring Person On Earth!! Banda Johnny Sins Ke Saamne Pichhwada Karke So Gya!,Positive
Jiju ke joote jab saaliyon ne churai to sabhi ne tarif ki Aur jab maine bhabhi ke gahne churaye to sabhi ne koot diya GOUDMINNES,Negative
"*At Gym * Day Bhai pack kline din me aa jayenge? Day ३ः Ye John Abraham Jaise biceps kitne din me ban jayenge? ६ Sirf pet thoda andar karwa do bus Day 8ः Won hot chick jo selfie lete -=7""1*0 -n Ea nlril--naan 7="" Day",Negative
Wlenyoowatखh Pom Videoeftermasabuale Me IST/ Oredit Wijay Thakur InShOt,Negative
"LJUG: IOJ ({1$)] 01""61)",Neutral
सुनाहै भाई तूआजकल बहुततगड़ी Bपkgकररहा है... MUSCGEBALI ये ले काजू बादाम से भरपूर Proteीnवाली खीर . Gaining में Hep करेगी,Positive
"yer bhai , Hagne le Baad Main Pehit Pelile Haath Lea Kiana lkahoze Haath Dhoega 3@38 Gaand Xon Tera Baap Dhoega ALL INONE GENERIL STORE ओल dhhoge",Positive
या हाथ मे मू में लेंगा,Negative
Traffic Police वाले २O० की नोट लेते नहीं थे और हम ५०० की देते नहीं थे | तभी RBI २०० की नोट छाप कर बिच का रास्ता निकाला है Like us on Facebook: @saleChutiya,Negative
MIA KHALIFA GOT ENGAGED SADDEST NEWS ON INTERNET TODAY,Negative
Wloment hal bhar Iioment hai,Positive
"Moment hai bhai, Moment hai.",Neutral
YEH ACTUALLRBOHOT H Jn@७@( GOURSE HAI. BO|@7 MIRPAATE HAI ISSE,Neutral
मुझे गर्व है बेटा तुम पे! ! िल्कुल मेरे दिखाए दए रास्ते पर चल रहे हो,Negative
"8 News१8 Actor Govinda Shoots Himself Accidentally In With Own Revolver, Rushed To Hospital... २३ minutes ago Ankhiyo se Goli Maarjatihal par kabhi kabhi Khud k Revolver se bhi Lag jati hai GiUDKIPI Leg",Neutral
"पिंकी अपनी माँ से बोलीः ""आपने जो बेड दिया है, वो लंबाई में छोटा हैI"" जीतोः अब बता रही तो शादी तुकै ६ महीने बाद? पिंकीः टाँगे तो अब सीधी हुई हैंl.",Positive
Opranaymandlik Xya lua? Ball Dikhi Nahi?,Positive
Billl Gates @BillGates Pese jodkar Kaam p jaane k liye scooter kharida tha jo 3 hafte phle chori ho gaya par police madad nhi Kar rahi. sabse nivedan h ki is tweet ko itna share kare ki Modi ji tak pahuch jaaye #ProtectPoors Aap,Neutral
friend at 1:३० am au Kaha ho JuEilg Upns Mlay Thic Italz Iuue [e Apun,Negative
Replies Sairam Sesya She is dead. Ok.. Now the kidney is still functional old man. Take it back Live ur life. 3h Llke Reply Arsh Kaushal tere maa baap ne tujhe paida hote hi chodh diya hoga .tere comment se aisa lagta hai CHUTIYE 2h Edited Like Reply Sairam Sesya Arsh Kaushal bhai. Main hindi nahi jaanta English main bol sakte ho? KAUN HAT YELOG? KAHAN SEAATE HALY,Positive
"हम त्रिकाल दर्शी हैं, सब कुछ जानते हैं",Neutral
"GhuwYIIIe VL5L LTIL""lal said best",Positive
tzzrearcnaiienge 1997 2019,Neutral
"""मेरे देशवासियों, मैं अकेला ही था.. मेरी कोई ब्रांच नहीं थी. नकली गांधियों से सावधान रहना"" महात्मा गाँधी",Negative
34))))2Zw ilा Badmosssifi ni मित्तर छीनरों में उठना बैठना हमारा भी बहुत है ! (पूरा friend circle ही छिनार है ),Positive
,Negative
Dliral til huratc leCUGul ecuuaa uय[ud णreeauuuuaटauUणl=/ 0-,Negative
Guruji Ne To Sanitizer Laga Kar Tiktok Ko Uninstall Maar Diya 2 07 Keh Ke Leli,Neutral
crush ४ TODAY Messages to this chat and calls are now secured with end torend encryption. Tap for more info. hii 7 ४२ PM love you 7 ४२ PM gaulam mahlolia @maliloliaGAUTAY अदद# अविश्वॅसनाय अकल्पनीय,Positive
damn what happen !! ! she knew my fb password,Negative
Mahi Mar Raha Hai @_.chutiyapa. ३,Positive
POWER OF SPINACH POWER OF LADOO SPINACH 8- POWER OF COFFEE CNuSUNO,Neutral
"S Clods teachel Shor mat machao bocrche 0aa=00""=0भ=",Negative
Chirag @csethi3२9 When my friend says chal Bhai PubG uninstall marte h | Garud Puraan mein Iske liye sazaa hain alag,Neutral
"Vo calls, /Unders me lo textss Uuncerstand lekin jab mai tere ke bahar mootke jaunga Please underSiant ghar",Neutral
Aa tuje LINIK du,Negative
Amit Badhana Bb ki vines se badhiya agar easa sochte ho Dlpr MaYZ TO HO SAKII HAl GIUTIYE HO TUN,Positive
IZRUTUIIe i[8T||0 PUNNEIL IDaHUIP,Negative
"aajaWA ० aaa UA Il aa sonlya MAHT ve, mohabbtan sacbfane Dfl roye ya fahfstu aja mere MADg $|8@ +BODmORम8M२० Am |a ioke to vou?",Neutral
#Shape of you Bबs} Ine @t Uhis son3 is a@h yeah @D geah @b geah @b geahb 0 Titu Mama,Negative
Tmm Uske Pass Wapas Kyu Gyi ?? MONDI) Dil Dick Dick Krne Laga Tha..,Neutral
२ = x Acceler,Neutral
"CEUUIOl Iavla Elra lTU 750 ""2500-",Positive
Ek ladki ke sath loyal rehna jaruri hai kza? wf,Negative
Omostheguts bhai tu jitni baatein chzच rha hainaa ek bhi tere muh pe suit nhi kar rhi,Neutral
"aalala [81.41 {[ 3a""|1|116 MAHL ve, mohabbtan sachlya ne Ullशul1lHtणl1/#1 UtultI7t MAIL [c 9",Negative
ExactlyaOA Maajmera breakup hogya gOGA YAHA KISI KA BREOKUP HoGA mA AUR WO BAHOT TAKLGE३MAD GOAI,Negative
Late kyu aaye ho? Wo zra Medical store pe ruk gya tha That Smile,Negative
emotional support muihe Nhud मांग कर मूंड खराब ना करे wutat,Neutral
जुर्म? Robflndog@ Gc ke logon ko apna samajh baitha,Negative
*%% [0 IMOHDAKHTAR2.0 ७५0 ग्राम / दिन se jyada लैटरिंग karne pe ३०% tax अनिवार्य,Positive
मा - बाप की आंखों के तारे हो तुम Ralu[ किसी के लिए टूट मत जाना,Neutral
L/पण JD IURDE UU lai UADA IUIAWA,Positive
e =0 sabse Zadainashalass खe9Madan menhota haf? ण२ ३git ca de ? avcd th Neinikaha YesmammKissmani१ Isouai Zaीdanasabota bal parenk,Negative
Cyaassabkolagtotal @shiicasm_1००8 Galasabkaskbiatai,Positive
Tilu ORUIU ERHESULIDD गाममा II,Negative
Kripaya apni barbad zindagi pe dhyan de :),Neutral
COL३JSICD[ BHARINIGGWI $in IND BEYYOWIYG,Neutral
"No calls, |Under 0 No texts dank daddu understand. Lekin jab mai dry replies dene lagu Please underSiand",Positive
"Har Roj Wo Aadab hadab Kahti Thi Har Roj Wo Aadab Aadab Kahti Thi Jab Jaakar Dabaa Diye, Toh Khafa ho gayi.",Negative
Kal Band Rahegi Aaj hi Lekar Rakh Len ~Bapu F. oinplololc,Neutral
Bapuji Ne apne jivan me bohot bace bade kaam kiye hai,Negative
पिढित नारी मिवा खनिमा Unofficial Titu Nlama Wo Gaand Marwane se pehle Blowjob karna zaroori hai kya,Negative
"Amit Ji caught Abhishek with Bik LbhiEh baik kaji ka packet Fatt gaya he, Khaane Dijiye",Neutral
Fall gayi na CSK haiers? Chalo ab FIXING ka Randi Rona shuru koro,Negative
ZI८r EMITIYT एD MURDE R BHI RHADA RZRWA DE दYO MIA KHZZIZZ,Negative
Onirojbanik xddd Hum C.l.D. se hai apni saari cute pics hame dedo,Positive
212[0 10133 7~ ZG JA GA> Gu HASL RAA@N K PHIR YE HO NA HO MULAKAT Ho NA Ho SHAYAD PHIR Is JANAM MEIN,Negative
Uofiicial Tit चाकू खरबूजे पर या खरबूजा चाकू कटेगा तो तेरा ह -Tut,Negative
Khamoshi ke saath Gc mein Entry,Neutral
"कबूल है! कबूल है! कबूल है! 7[ पढ तो नही लिया ? चलो अब क्या हो सकता है, अब तो तुम मेरे हो गए",Neutral
WATSON NE LAGAI SRH KIWATT FkoM 0(1०) TO 117[57 THE REAL CHAMPION,Positive
wy tiend* [ Gu Lio Bhai medwoli Al७ghofृ Me* Il3 e७ Chutiye oh re chufive kaha seaava haire tuण,Positive
Ghar Ilalo Ne Ek Kaam Tha LitaallyUes Diya,Neutral
Tanmay Sinha @Srcastic writer #Me: Will you Date me. ? #She: RCB IPI jeeti toh pakka. #Me: ANI Unhhone lagbag mnaa kar diya,Negative
Mart Jayegaa Tv aluom Ha Chal Ppre Bazp Ma Mat Shlh,Positive
"Kya Soch Rahc Hlor Idlott +amcuणt an2n Eram Dellni Uhl Tan ""r day",Neutral
piा ASHLEEL HAI YELAUHDN!,Negative
Ye dekho Ye Subah uthte he Phone chalane Beth gava Daya,Positive
Get this man a Condom,Neutral
My Name Is Mi. SNMSUNG Bewakoof Aha.. Naam Chood.. Game Dikha DIRL,Negative
bhagalha uthalfya 1be sukhallliya,Negative
@adizedits99 Lsl0 bolte ha i Ye de kl mner= gaadi jootey ye dekh daa u chok ra calm down calm down Ra P,Negative
Jo bhibolta hu muh pe bolta bu pith piche sini Backshots deta hu,Negative
Mera beta engincerbanega Jauba Tauba Jauba Saia Mood Kharab Kar Diya,Positive
"सुनो, एक बात याद रखना ~ जब टांग खींचने वाले , टांग दबाने लगें, तो समझ लेना उनका टारगेट आपकी गर्दन हैl",Negative
"Monish Hardasani @Being bing *Pigal na nahi hai Zakirथ Haan ji Gose yot@७७ Hmm acha,theek hai Ohontan Wardara @d.70ir0 Wlat do youeeeू Bada] Thhatfsmylifewithotioo Badalzayada Liporant waf3what? फafbabo",Positive
Show me the Biggest Toofan said the Biggest,Negative
"Anjali Active nov CAkki Akhilan You Can now call each other and Irilornallon Ilke Active Status and when youive rear messoqes MONAT TT३३ PM 'i Hey Anjali Suppose that You have no foot Would you wear shoes? ""Obviously not. Then Why do you wear Bra??? YoU cant reply to this conversation Learn More see",Negative
ever Pmit Bhacana see e toh mera waala khaan,Neutral
AbGoli Kaisekhelकga,Negative
QURERGDGETED tta D IU UUGHJID २D[D0 Iu0 DHL LE TODIUEIDUUDOM,Negative
vomba CotclolOoot,Negative
Baith Jaiye Baith Jaile. Sabko Gaaliyan Deie Ka MaukaMilegal,Negative
Maths Teacher in Foreign Country Zlnत DaZ Har kisi ko maths samjh ata hoga KNo bunks,Negative
Tweet Kisslay Jha @TrollerBabua When a 9-year-old child sees a white pornstar taking dildo in mouth arre goriya plastic kha gayi,Negative
Cog# H4TN Once Pandya trapped KL Rahul unnecessary in Koffee with Karan KL Rahul took revenge from Pandya by scoring २३ run in his over Today,Neutral
""" मैंने हमेशा अत्याचारियों का जम के मुकाबला किया है, कितना भी बड़ा हथियार हो मैंने कभी हार नही मानी अकेले ४ ४ से भिड़ जाती थी"" किसान नेता मिया खलीफा (खुदाई एवं जुताई एक्सपर्ट )",Positive
Rahta kahan hantul Footpath pe,Positive
Karnatara Gs Kumarswamis Wife Buddho kai Dillo me Jawanf kaf lal rahe haf Or Kuch log abhi takapna nunu mal Rahe ha TiTU DiADiA diye,Negative
Saans leti hu toh कुलदेव रुष्ट hojate hai,Negative
Muthoot Finance Ka Owner Pehle Muth Maarta Tha Rahul Gandhi #SatyaVachanByRahulGandhi,Positive
Aap kisko dijiyega,Neutral
"Only YouTuber In India Jisko Din Duniyaa Se Koi Matlab Nhi, Subah Utho Daal Chaawal Khao, Vlog dalo Or So Jao GHULLKI",Positive
Sapna Wo Nal Jo sote waqt dekha Sapna Wbo he Jo Raat Ko iumhe Sone Titu N,Negative
"Neha Giri You and Neha arent connected on Facebook Works at Studying Lives in Navi Mumbai (ew Mumbai), India 5=) |]11 १०:१1 PM Chot to nahi lagi? Aa",Positive
कहससीखा इचालबालव फकना,Neutral
जब आप जोश में आकर ट्रैवल ब्लॉग खोले लेकिन लोग टिप्पणी में आपको व आपके समस्त परिवार को गालियां बकने लगे तब आहत हुए आप नीब्बाः @hindimemesangh मैं असफल रहा ३ आषञ३,Positive
GiUil ROHIT Clk 4५ ^ % ENDIA Buri nazar wale tera mthkala |[[2I SIN ENGLAJ WODO,Positive
"Kya soch rahe ho yahlld siruka Ido *777""451",Negative
"Giorgia Meloni Follow @GiorgiaMeloni Congratulations to @narendramodi on the new electoral victory and warmest wishes for good work Certain that we will continue to work together to strengthen the friendship that unites Italy and India and consolidate cooperation the various issues that bind us, for the well-being of our Nations and our peoples Aurat Sirf Apne Pasandida Mard Ke Jeetne Ki Hi Khushi Manati Hai chutiyapa GHUI[I२ my on",Positive
Technique hi galat hai tumhari Awpx,Positive
Rahul Makhilla @ Ranulla85842!s5 MAGLOSE YOUR EYES OK WHAT YOU NOTHING $==? THATSLIFEOF SINGLE GUYZ WITHOUT YOU,Negative
O५९ Kyo Kisi Ko Wafa Ke Badle Waio Dhi Miti ९@ aaan,Neutral
Tag Bindass Girl of Your Groun,Neutral
Elk Dosi aisa bhi कैंसर हुआ तो सिगरेट पीना सिखाने वाले दोस्त की गोली मारकर हत्या 7 7 71'777 [7@3,Negative
[G3 ARIES Dussel,Neutral
* %: ड ह ईँ ड्रै & &्,Neutral
जसप्रीत बुमराह उमेश यादव का इंतज़ार legsadarlP3 करते हुए,Neutral
"gkquizntrick blogspot com पति < जज साहब अपनी बीवी से तलाक चाहिए| जज॰ पर क्यों ? पति- जज साहब, जब से मेरी बीवी मुझे",Negative
Dyiriend Inषष DLUYI Bhal Musicallly App BohutowesomeDal Chakke Ore Chakke Kaha se Aaya hai re Tu.,Positive
"ASI Kol JGAr NAFI HAl JAHA MAI NAHIGAY LCJ 11-0""1516173 BHI KH SASU:2 GAAAI TU३",Positive
यवारिशीहतार,Neutral
इधर भी कुपा दुस्टि डालो,Neutral
Rishabh Srivastava @AskRishabh ल20 Kofee with RaraD show ka naam suna hai? Haan Ooteiew De Diya Nahi Dena Tफa,Negative
Dowf} fly te joka @(71(:;7 omiil Odl Ir 4AR wallb tum meta moale mirudao,Neutral
ELto ChOj Uparse temloफ़E,Positive
BATHROOM ME KYA GRAYA THA KATTAPA? SHAMPOO GIRAYA THA RAJMAIA LEKN TU TO TAKLA HAI,Negative
Sada single raho,Positive
I< Garib ladki ko san< lene mein pProblem ho rahi thi Lo i< ladke 0e iski hellp Iki. #Humanity-stilll alive Shah Rukh @lmShah Rukh,Negative
97 A. Sharma 100 47 7 8 212.77 c Dion Myers b Wellington Masakadza ५ 31{ा Naam Yad Rakhna Abhishek Sharma GHULOIP shm FolTs lbaji BABWE ABHISHEK,Neutral
"EOICBJEtEI 5UIllDrlL 5J "" Teri gaurid me keeda ka? Wc Haan bnal Illral dc Featured I7en",Neutral
UnoiJalal Kamlesh TDuu DZama No Dosi Kaj Sone lalbaad Oblf Gi kai saall Cliapa ghap Raila Zaroori hai kyal,Positive
Oख़mSIO,Negative
Tumne Sam Ko Mlania Usko ulilal Kyu Maara Lare Bhea Tha Wo Rajnigandha To ? Le Paya,Negative
ZIHCAIT FROMSAI:AT ZINCIAT FONDHADIK,Positive
Abey 2 Din Shaadi Mai Kya Aaya LEU ; SUDE` LIFEOFSTUDENT 9 Sara Kaam Band Ho Gya,Negative
Three Bahubalis of India LIND[ 4 IAHENDRI AMRENDRA NARENDRA bahubaLi,Positive
Niera Naam hai IbU Hatela . Maa Neri Chuadail ki beti Baap Mera Shaitan Ka Chela Khayega Kela? Guna +|7718,Neutral
Breaking News Dubai Mein Fase ११ Log Airport Se Pakisian Ke Liye Rawana ८9@ 007 REE mषuण NAU HTYLIX SNIM *8 < ष्लैँ CUU ONTE <,Positive
ANGIE clellala peechhe dekho peechhe to dekho,Negative
Karan Sir aapne karne ko bola tha WO kaam maine Modi: abey tune galat Rahul aur Hardikk ko pel dia . Kardiya,Negative
Uadam f अगर आपचाहो तो भैं आपको Personal Training दे सकता हूँ MUSCGEBALI LSHQ WAHU DEADLIET णARO,Positive
Golu pandit (बाम्मण का छोरा ) @Panditanism John looks lit af in Parmanu movie @Panditanism 715,Neutral
Abey Meena bsdk ye kya kr diya,Negative
Teddy @Teddy72146229 *Evertime after watching chota bheem* Ab mai gyaan chodunga prime video 9:२२ p.m. २८ Jun १८,Negative
5/10 IROHIG SINPINu जानलेवा IRONIC SIMPIYG ना करे ना करने दे OecU_WE!,Negative
"पति ने पत्नी को सरप्राइज देने के लिए अपने नीचे के बाल कटवाए और चुपके से जाकर सो गया| नींद में पत्नी ने नीचे हाथ फेरा तो बोली देवर जो आप कब आए?""",Positive
AULDEEO 2 HalSlrhIL 2-46 3.5 ipl २O com POREL M॰ 3l 9 ४ ४ 4 ४ 6 Welcome to Dinda cub GiUIIग,Negative
SACCHA DOSKAUN HAD @Bandaslila JO ZuiH & DARE ME CRUSH SSRROPOSE KARWAYE ADBHUT,Positive
Dad To Me Tumhe Jo Faclity MilRani Hai Mujhe Milti Toh Main Top Karta ! Dada Ji-,Neutral
"-णo""ष0 Now Its Our Responsibility To Bring Back His Smile in His Hard Time Nayi Video Pe Shakalaka Karo Ya Mithai Phek Ke Maro, Muihe Nahi",Neutral
Uioiilch| Tlu Mama Bhail Me Ashima ko propose karnejaa tha hoon Are Ruk jaa [e bande kichutiya kat Padega.,Positive
जिस घर की कुंवारी लड़कियों के playlist मे lana del rey हा उस घर की दीवारे उंची करने से कोई फणदा न=ी,Negative
Mummyः Ye bahar kiski Ladaai. Meः,Neutral
@Mack + lvleme Gurulia kitni aurto ke sath Soye ho B०8 tak vaad hai >,Positive
ये दूम्नुंहसें तेरे२ 0) ^,Negative
The man who took singing to a new level,Neutral
वaoणu wm20 BREAKING NEWS मुठ मारने वालो को नर्हीं होगा कोरोना वायरस CRIलाणढ NEWड Breeze rs पूनिव्सिटी के प्रोपेसर जॉनी सिंस का बयान,Positive
"He Brought Smile In Our Hard Times Now Itis Our Responsibility To Bring Back His Smile in His Hard Time Ma:$0ku5""|+9""46| Nayi Video Pe Shakalaka Karo Ya Mithai Phek Ke Maro, Mujhe Nahi Pata १३M Likes Hojane Chahiye",Positive
pablo ahir to Deep Das Isme sharn thi jo suierde wrna shubhashree sahoo toh abhi bhi reel bna rhi h replied krliya,Neutral
Oफ़5d भाईचारा क््णणर,Positive
030 Paisa Z७hb Baabar Bhee te iir Yeh kboraha chutiyapa _ $ GU([PI,Positive
Some Of The Biggest Drug Dealers Of All Time,Neutral
"IPL umpire niqqas after every CSK and MI match ""=""20 Beta ekzamana tha jab hum bhi gareeb hua karte theh 800$- 70",Neutral
Toxic है मगर handsomeहै,Negative
bakwaas karte rehna chaiye yaar man laga rehta hai,Neutral
"Maths didnt help Einstein discover gravity Piyush Goyal VijayThakur C""2""20 BAITHO BEIA BAHUT KUCH SANZ NA HAI ZINDAGI NAI",Negative
SBohitala Kaha Yaha,Negative
Iski mosi ka aalu ka Paratha 0 Aaj toh isse kalesh hi nahi kara,Neutral
१४२ Suggestions Seard Requests inlacis @AbanindaSaikia lyer Contitm Delete Venu Gopala lyer Contirm Delete MutuSwomi VenuGopala Contun Dele< Chinnu Swami MutuSwamn VenuGopalo Iyer Contun Deleie Parombatur ChinnoSwami MutuSwomi VenuGopalla,Neutral
Mai Sanskari Ladka Hu Tera Khada Nahi Hota Kya Kyu,Negative
Babitaji Kal IuaO Knelte hain jethai Jetha : Ok babitaji ! veies bed alitl,Negative
BRUHH Y CHHUTANI MEETA 93.00% (,Positive
Ba3etoyngle Auroonlgohal,Neutral
"Girls Best Friend to her Boyfriend NEmenerer Din tera tha, Raat merlhogi EMENERER 30|10/",Positive
English detected Hindi damn girl you are hot as hell धिक्कार है लड़की तुम नरक के रूप में गर्म हो dhikkaar hai ladakee tum narak ke roop mein garm ho,Negative
,Negative
Bagal walijaan mareli IFR Oh yeh toh mera wala caana hai,Negative
"Ye Dekho 1 Rupye Wala Video Bhai 1 Rupya Change Nahi Hai bewakoofcom FFFE Ye Le 4GB FFFE Memory Card FFFF With ZOO० Videos, FFUU Nikaal mera JUUU L००० Ka Note .!! UUU JUUU UUU JUU0 tor more tun join us nttpsःllwww facebook comiSaleChutiya",Neutral
"लडकियां !! लडको से, केवल् Ipnitareef sune ke liye baatkrti Omard helpline *बात खत्म*",Neutral
DODE JIJ HaINILYUL OORTCII0३२ CYILEIGE CARIB AADNIHUNIDHI IDO२३१ PISEHILUOh,Positive
7& Is Pic Ko lina Share Karo Ki 6 ७a० t)* 2+(2*5)=,Negative
Mard hclplinc Malaappse khana khake baatkruga,Negative
जब आपने प्रसिद्धि और टिक टोक अनुयाइयों हेतु एक नल्ले टिकटोकिए के साथ खुद का अश्लील चलचित्र फैला दिया हो पर आपको अब पता चले कि सरकार ने टिक टोक को ही प्रतिबंधित कर दिया हो टिकटौकवाली निब्बी 8 @hindfmemecangh Wlace with melnauic,Positive
IZZOORDB5मU1 @0 UEIE THARZEZ JDd2 YOD SYIS U(,Positive
Jaydev Unadkad After the Match winning spell Le KKRfans carefully hes a hero,Neutral
MUSCEBAL भाईMondayकोसाथ में Chestसारेंगे MUSC EBALI,Positive
@hao ching cho ching @ha Padh tob ahl liya ए७२ Lalli chotil kamneka mantrtha,Negative
Isko kaise batau gay h ye,Negative
"When Amit Ji caught Abhishek with Bikaji AbDiSbek be Iiृer नण्या निघ Bikaji ka packet Fatt gaya he, Khaane Diiye",Neutral
"7[[![0*1V|00111]11|7{[ uutauuai ltrille Dunt mau tulop Ium I-tk[.) ra{41[:|""@ 0-810 [7[11=11 LubLtlelin (|21]1 elaa bnp [ai1म प CUDLJ जi dकhहा",Negative
ZZODIQD] OA DIAN HIG,Positive
IT:IBओ[३३,Neutral
iviarr jayega tu excluse me,Positive
Needbedekbo Necdhep Neechetodekhoौ,Positive
Your POV on this ? Maxtern @RealMaxtern 3d Sonakshi Sinha ki shaadi 5 saal se jyada chale toh mera naam badal dena! 02.2K L71.1K 13.7K Ilil 9O६K GiUIIPI,Neutral
"ek din mai bhi apni ""pasandida aurat"" ke bacchon ka mama ban jaunga",Neutral
"फणSC.4B3A1/ % ""204101 87| Cbum Who ?१ MUSCGEBALI 5""0 NAHI DEADLIET KARO",Positive
Oabhi hasa bhl @llya karo,Neutral
Insta/@6oHarami bhabhijilmainaaplaa nayepadosl aaplobibolneeayebo OMS Raaye Daiya. Jhonmbhaiya,Positive
UUXREPIGIEKAM RAKE BAHOT IMAZA AAYA AAP PKMBIHD THE Uarkua JokegKing DADGIG CDUaU,Positive
"Jabaapsthaagratwale din jang lad rahe ho . Aurkoi khoon kharabana toh samahIffye k. Mulk pehlesehleaadlho chuka hal ] ho,",Negative
cosec A cosec A Mere paas ५६ inch Ka kya hai sin A cosec A Dikhao na ek bar..!!!,Negative
Muihe toh aai bhi Yhi lagta hai ki . mera faida utha lete hai or mujhe pataa bhi nhi chalta L09,Neutral
"Getthic ""an and oll",Negative
